rain_7d_mm,et0_7d_mm,temp_high_f,temp_low_f,humidity_pct,forecast_precip_mm_d0,forecast_precip_prob_d0,forecast_precip_mm_d1_d2,forecast_temp_max_c,days_since_watered,maturity_days,seedling_frac,kc_avg,mm_day_avg,sand_pct,clay_pct,bed_area_m2,water_mm_today
0,30,95,65,70,2,0,5,33,4,21,1.0,1.05,2.0,33,33,3.0,19.61
0,30,85,65,70,25,60,5,33,7,7,0.5,1.05,4.0,33,15,6.0,10.6
60,45,85,75,70,0,30,0,33,1,7,0.5,1.05,4.0,15,15,6.0,0.0
0,20,95,75,70,10,30,20,25,4,90,0.5,0.85,6.0,50,15,3.0,3.35
15,10,75,65,30,2,30,5,18,1,45,0.5,0.85,4.0,15,33,1.5,0.29
0,45,85,45,90,10,30,5,18,0,90,0.0,0.85,4.0,50,50,6.0,0.0
30,45,75,55,70,2,0,0,33,7,21,1.0,1.2,5.0,33,50,6.0,40.0
5,45,75,55,30,10,60,0,18,7,45,1.0,0.6,2.0,15,50,6.0,20.98
30,20,85,55,30,25,60,0,25,7,45,0.5,0.85,5.0,15,15,3.0,0.95
60,45,60,75,50,0,60,0,25,1,45,0.0,1.05,4.0,50,15,1.5,0.0
30,20,60,75,50,2,30,5,25,0,90,0.0,1.05,5.0,33,50,1.5,0.0
60,10,95,45,50,0,30,5,40,7,90,1.0,0.6,2.0,15,33,1.5,0.0
5,45,75,65,70,10,30,0,40,4,7,0.5,0.85,4.0,15,15,6.0,14.83
30,45,105,65,30,25,90,5,18,0,7,0.0,1.05,5.0,33,15,1.5,0.0
0,20,75,45,90,2,60,5,33,0,7,0.0,0.6,4.0,33,33,6.0,0.1
15,45,85,55,90,2,60,5,18,7,45,0.5,0.6,6.0,15,15,1.5,24.2
0,20,75,75,50,25,30,5,18,0,21,1.0,0.6,4.0,50,15,1.5,0.42
5,45,75,55,90,0,60,0,40,4,45,1.0,0.85,5.0,15,15,6.0,28.63
30,30,85,75,90,2,0,5,18,2,45,0.5,0.6,4.0,33,33,1.5,0.34
15,30,75,55,90,2,60,5,40,4,90,1.0,0.85,4.0,33,50,3.0,6.64
30,10,85,65,70,2,30,5,25,0,45,1.0,1.2,5.0,15,33,3.0,0.37
60,45,105,45,90,10,30,5,18,7,90,0.0,0.85,5.0,50,50,3.0,0.3
0,45,60,45,70,25,60,0,33,1,7,0.0,1.05,5.0,15,33,1.5,1.5
0,30,60,65,50,25,0,20,40,7,7,1.0,0.85,5.0,50,50,6.0,7.97
60,20,95,65,70,10,90,5,40,7,90,0.5,0.85,5.0,50,33,1.5,0.34
60,10,85,55,90,2,90,5,40,7,45,1.0,1.2,5.0,15,50,3.0,0.0
30,45,75,65,50,0,0,5,18,7,90,0.5,1.05,5.0,15,15,6.0,28.65
5,20,85,75,90,0,30,5,33,1,21,0.5,0.6,2.0,15,50,1.5,0.0
15,45,75,65,30,25,60,5,18,2,21,0.0,0.6,4.0,33,15,1.5,0.0
0,10,85,65,90,10,0,20,40,1,45,0.0,0.6,4.0,33,33,3.0,0.15
60,20,75,65,30,0,0,5,18,1,7,0.0,1.2,2.0,50,33,1.5,0.0
60,30,95,75,30,25,90,20,25,4,21,1.0,0.6,6.0,50,15,3.0,0.0
15,45,60,45,30,0,90,20,40,4,45,0.0,0.6,6.0,15,15,6.0,2.36
5,20,85,75,90,0,0,5,18,0,45,0.0,1.2,2.0,15,33,1.5,0.11
5,20,75,45,50,25,30,20,18,2,7,1.0,0.6,2.0,15,50,1.5,0.59
30,20,85,45,30,25,90,5,40,0,7,0.0,1.05,5.0,15,15,3.0,0.04
5,20,85,45,90,10,30,20,33,7,90,0.0,1.2,6.0,15,15,1.5,6.91
30,10,75,65,70,10,90,5,33,0,21,1.0,1.05,4.0,50,15,6.0,0.0
15,30,105,45,70,25,60,20,33,0,21,0.5,0.85,5.0,50,15,3.0,0.0
5,20,85,55,50,0,90,20,33,2,90,0.5,0.6,4.0,15,15,1.5,0.98
5,20,60,55,30,25,90,5,40,2,45,1.0,0.85,4.0,50,50,3.0,1.28
60,10,95,55,30,0,60,20,40,1,7,1.0,1.2,6.0,33,33,3.0,0.22
5,45,85,45,30,10,90,0,40,2,45,0.5,1.05,5.0,50,33,3.0,9.92
15,45,95,45,50,25,0,5,25,2,21,0.5,0.85,4.0,50,33,1.5,0.53
5,45,95,75,70,10,60,0,40,2,45,0.5,1.05,5.0,50,33,6.0,11.04
0,20,60,45,50,0,60,0,40,4,45,1.0,1.05,5.0,15,50,6.0,16.25
5,20,85,65,50,2,60,5,40,7,21,0.0,1.2,5.0,33,50,3.0,20.23
15,20,60,55,30,0,30,0,40,4,7,1.0,0.6,5.0,50,33,3.0,0.22
15,10,60,45,70,0,90,0,25,0,45,0.0,1.05,4.0,50,15,1.5,0.0
15,45,95,65,30,0,90,0,40,2,7,0.5,1.2,4.0,15,33,1.5,7.26
60,10,60,45,70,10,30,0,18,1,90,0.5,0.85,4.0,15,50,3.0,0.28
15,45,105,65,50,25,90,20,25,7,7,1.0,0.85,6.0,15,15,3.0,15.93
5,10,60,65,50,0,0,5,33,1,90,0.0,1.05,2.0,33,15,3.0,0.0
15,20,105,55,30,25,60,20,40,0,45,0.0,0.85,2.0,33,33,3.0,0.0
60,30,85,45,70,10,90,5,25,7,45,0.5,1.05,4.0,50,50,3.0,0.0
5,30,85,75,50,2,60,5,33,2,7,1.0,1.05,4.0,15,15,1.5,8.78
60,45,60,45,90,25,60,5,33,1,7,1.0,1.05,6.0,50,50,6.0,0.46
30,45,75,75,50,2,30,20,33,1,7,0.0,0.85,5.0,50,33,1.5,0.0
5,30,95,55,90,25,30,0,25,2,21,0.5,1.05,6.0,15,15,1.5,2.2
0,10,60,75,70,0,90,0,25,2,21,0.5,0.85,5.0,50,50,1.5,2.94
30,30,85,55,90,25,0,5,18,1,45,1.0,0.85,5.0,50,50,6.0,0.15
60,10,60,65,70,2,60,5,25,4,21,1.0,1.2,5.0,15,50,1.5,0.33
5,10,105,55,90,25,60,0,40,4,45,0.0,1.05,4.0,33,50,3.0,1.53
5,10,105,75,70,0,90,5,18,1,45,1.0,1.2,5.0,50,33,3.0,0.36
60,20,75,45,30,0,60,5,33,2,7,0.0,1.2,4.0,15,50,1.5,0.19
30,10,75,75,50,2,30,20,33,0,45,0.0,0.85,2.0,33,33,3.0,0.64
0,45,75,75,30,10,60,20,33,2,45,0.0,0.6,2.0,33,50,3.0,2.35
15,45,95,75,70,0,60,5,33,0,21,0.0,1.2,4.0,15,15,3.0,0.16
5,45,75,45,70,25,60,5,40,4,7,0.5,0.6,4.0,33,15,3.0,5.3
30,45,95,45,90,10,0,20,33,1,90,0.0,0.6,6.0,50,50,3.0,0.0
5,20,95,65,90,10,0,20,33,0,21,1.0,1.05,2.0,50,33,1.5,0.71
60,45,105,65,50,10,90,0,18,0,7,1.0,0.85,2.0,50,33,1.5,0.0
60,10,105,55,50,25,0,20,18,7,21,1.0,0.6,6.0,50,15,1.5,0.23
30,30,60,45,30,25,60,5,40,0,7,1.0,0.6,6.0,50,33,6.0,0.46
5,45,75,65,30,10,30,20,25,1,7,0.5,1.2,5.0,50,15,3.0,0.66
30,20,60,55,30,25,60,20,25,0,21,0.5,0.85,6.0,50,33,1.5,0.1
60,20,95,75,70,0,0,20,25,2,90,0.5,1.05,2.0,33,15,6.0,0.0
0,45,75,75,30,10,60,20,25,4,21,1.0,0.6,4.0,33,15,1.5,5.04
5,30,95,45,90,10,90,20,40,2,90,0.5,1.05,6.0,50,33,3.0,2.65
15,20,60,75,50,2,0,0,33,2,90,0.5,1.05,2.0,33,15,1.5,0.06
5,30,95,65,30,25,60,20,40,7,90,1.0,0.85,6.0,33,33,3.0,9.49
30,10,75,65,30,2,60,20,25,7,21,0.5,0.6,2.0,33,33,3.0,0.13
60,45,95,75,70,25,30,20,18,4,90,1.0,0.6,4.0,50,15,1.5,0.0
30,45,95,75,70,10,0,0,33,1,90,0.0,0.6,4.0,50,15,1.5,0.22
15,10,105,55,70,2,90,20,18,4,21,1.0,0.85,2.0,15,15,6.0,1.09
0,45,95,75,70,25,60,0,33,4,90,1.0,1.2,5.0,33,50,6.0,11.87
15,45,105,75,30,0,60,20,18,4,45,0.5,0.6,2.0,33,50,6.0,2.59
5,20,105,65,30,0,30,0,40,7,90,0.5,1.2,5.0,15,15,1.5,36.04
15,10,75,45,70,2,60,0,18,2,21,0.0,1.2,6.0,33,15,1.5,1.18
5,30,75,65,70,25,90,0,25,7,90,1.0,0.6,2.0,50,33,6.0,5.72
60,45,60,65,70,2,90,20,40,4,7,0.0,1.2,6.0,33,33,1.5,0.0
0,20,85,65,70,25,0,5,25,0,45,1.0,0.85,4.0,50,33,6.0,0.32
60,30,75,45,50,0,0,20,33,7,7,0.5,0.6,2.0,15,33,1.5,0.0
30,10,75,75,70,2,30,5,25,1,7,0.0,1.05,4.0,33,15,3.0,0.4
60,45,95,55,30,25,90,20,33,1,21,0.0,0.6,2.0,33,15,3.0,0.0
15,20,60,65,30,25,60,0,40,7,90,0.0,0.6,4.0,15,33,6.0,3.68
15,45,60,75,70,0,90,5,25,4,7,0.5,1.05,6.0,15,33,3.0,18.77
60,45,105,75,50,2,90,20,33,4,90,0.0,1.2,2.0,15,15,6.0,0.0
60,10,95,75,90,0,90,20,18,0,21,0.0,1.2,6.0,15,50,3.0,0.0
15,30,75,75,70,2,0,20,18,1,90,1.0,0.6,6.0,33,33,3.0,0.21
60,10,105,75,70,25,60,20,25,1,7,0.0,0.85,4.0,33,50,3.0,0.0
60,45,60,55,90,10,60,20,40,7,45,0.5,1.05,6.0,50,50,3.0,0.62
60,20,85,75,70,2,0,20,18,1,21,0.0,0.85,5.0,33,33,1.5,0.0
15,10,75,55,90,25,60,0,33,0,45,0.5,1.05,6.0,15,15,3.0,0.04
30,45,75,55,70,25,90,5,18,1,21,1.0,0.6,6.0,15,15,1.5,0.0
5,30,85,75,70,0,90,20,25,7,90,1.0,1.2,4.0,50,50,1.5,12.9
5,20,105,55,50,25,90,20,25,7,90,1.0,0.85,5.0,50,15,3.0,6.49
5,45,105,45,90,10,30,20,25,1,45,0.0,1.2,4.0,33,50,3.0,1.61
5,10,105,45,90,10,90,0,25,1,45,0.0,1.05,2.0,50,33,3.0,0.7
5,20,95,75,50,0,0,5,40,4,90,1.0,1.2,6.0,33,50,6.0,17.21
0,10,105,45,70,25,60,5,25,1,7,0.5,0.85,6.0,33,15,6.0,1.13
30,20,85,55,90,0,0,20,25,1,21,0.5,1.2,6.0,15,33,3.0,0.48
60,10,105,75,90,0,30,0,33,0,90,0.0,1.05,6.0,15,33,3.0,0.39
30,20,105,65,90,2,90,20,33,0,7,0.5,0.85,5.0,15,50,6.0,0.0
0,10,105,75,90,2,60,20,33,0,45,0.0,1.05,2.0,33,50,3.0,0.0
5,30,105,75,70,10,30,5,33,1,90,0.5,1.2,2.0,50,15,3.0,0.16
60,45,95,55,50,2,30,20,40,2,90,1.0,0.6,5.0,15,15,1.5,0.0
0,20,95,45,50,25,60,20,18,4,90,1.0,1.2,6.0,50,50,1.5,5.82
15,10,85,65,50,25,0,0,40,7,7,0.0,0.6,6.0,33,15,1.5,0.77
0,45,105,45,70,10,60,20,25,7,21,0.0,1.05,5.0,33,33,3.0,15.17
5,10,85,65,70,0,30,20,33,0,90,0.5,0.85,4.0,15,15,6.0,0.29
0,30,95,65,30,25,0,5,40,7,45,1.0,0.6,2.0,33,15,3.0,7.62
0,20,105,75,70,0,0,0,40,1,7,1.0,1.2,4.0,50,15,1.5,5.38
15,30,75,75,90,2,30,0,25,7,45,0.0,1.05,4.0,15,50,3.0,28.53
0,20,60,45,50,25,0,5,33,7,90,0.5,1.05,2.0,50,33,3.0,6.18
0,20,105,75,70,10,90,0,25,4,7,1.0,1.05,5.0,50,33,3.0,12.03
30,45,75,55,30,0,60,5,18,7,45,0.5,1.2,2.0,33,15,1.5,34.93
5,20,85,45,90,25,60,5,40,0,45,0.0,1.05,2.0,50,33,6.0,0.0
15,45,105,55,90,2,0,20,33,4,45,0.0,1.2,4.0,50,50,1.5,8.15
5,30,75,45,90,0,0,0,25,4,90,0.5,1.2,2.0,33,15,3.0,23.5
0,10,60,45,50,25,90,20,25,1,90,0.5,0.85,2.0,15,15,1.5,0.03
60,20,60,65,70,2,30,5,18,1,45,0.5,0.85,4.0,50,15,6.0,0.0
15,45,85,75,90,25,0,20,33,7,7,0.0,0.6,5.0,50,50,6.0,7.4
15,20,105,45,70,25,60,0,18,2,45,0.0,1.05,6.0,50,15,6.0,0.0
30,30,105,45,70,0,60,20,18,2,45,0.5,1.2,2.0,50,50,6.0,0.0
15,30,60,75,30,0,0,5,33,4,21,0.5,1.2,6.0,50,50,3.0,12.27
15,20,95,55,90,25,90,5,33,7,45,1.0,0.6,4.0,50,15,3.0,5.14
15,20,75,45,90,2,30,5,40,2,45,1.0,0.6,6.0,15,33,3.0,0.48
5,45,75,65,30,10,30,0,18,2,7,1.0,0.85,2.0,50,15,3.0,7.33
30,10,60,75,30,2,90,20,33,4,21,0.5,1.05,6.0,50,15,3.0,0.15
60,10,95,75,30,25,30,0,33,7,45,1.0,1.05,4.0,15,15,6.0,0.27
15,45,85,45,90,10,90,5,18,4,21,1.0,1.2,4.0,50,50,3.0,14.1
30,30,95,75,30,25,0,20,25,2,45,0.0,1.05,2.0,15,50,1.5,0.35
60,30,85,65,70,0,30,5,18,2,21,1.0,1.2,4.0,33,50,3.0,1.28
0,45,60,75,70,0,60,5,33,1,21,0.5,1.05,4.0,15,15,3.0,6.26
30,10,85,75,30,25,60,0,33,4,21,0.0,1.2,6.0,50,33,1.5,0.0
15,10,95,45,30,0,90,0,33,4,7,1.0,1.05,5.0,15,33,6.0,0.0
15,10,85,65,70,2,90,0,40,7,7,0.5,0.85,6.0,33,50,1.5,9.07
60,30,75,45,90,10,30,5,25,1,7,1.0,0.6,6.0,15,33,6.0,0.0
30,30,85,65,30,2,0,20,18,4,7,0.5,1.05,2.0,50,50,6.0,0.2
60,45,75,55,30,0,30,5,40,1,21,0.5,0.85,4.0,15,33,1.5,0.06
30,30,60,65,50,2,90,0,33,7,7,0.5,1.2,4.0,33,15,3.0,21.33
15,30,105,55,30,10,30,20,40,1,45,0.5,0.6,4.0,50,50,3.0,0.0
60,45,85,55,90,0,90,0,18,7,90,0.0,1.2,5.0,15,50,3.0,9.42
5,10,95,65,30,0,0,20,25,4,45,0.5,1.05,2.0,50,15,6.0,2.46
15,30,75,75,30,0,90,0,25,1,21,1.0,1.05,4.0,33,33,6.0,0.28
60,30,105,65,70,2,30,5,18,4,45,0.5,1.05,4.0,50,33,6.0,0.0
30,45,85,75,70,10,0,0,33,4,21,1.0,0.85,6.0,33,33,3.0,0.0
5,10,60,45,50,2,0,0,25,7,90,0.5,0.85,5.0,15,15,3.0,9.44
15,20,85,65,70,25,60,20,25,7,90,1.0,0.85,4.0,33,15,3.0,5.95
60,20,85,55,70,2,0,5,18,4,21,1.0,1.05,6.0,33,15,3.0,0.0
60,20,85,75,30,10,90,5,40,0,7,1.0,0.6,2.0,15,15,1.5,0.55
5,20,105,65,70,0,30,0,40,7,21,0.0,0.85,4.0,50,33,3.0,23.0
0,30,75,55,90,2,30,5,25,0,45,0.5,1.05,4.0,33,15,3.0,0.0
0,45,95,75,90,0,0,20,18,2,7,0.0,0.85,6.0,50,33,1.5,2.97
5,20,95,55,70,10,60,5,18,1,21,1.0,1.2,4.0,15,15,3.0,0.0
5,20,75,45,70,10,60,5,25,4,90,0.5,0.85,6.0,15,15,1.5,4.69
15,45,85,45,50,0,90,20,18,7,45,0.0,1.2,6.0,33,50,3.0,13.96
5,10,105,45,70,25,60,5,18,1,21,1.0,0.6,2.0,15,15,3.0,0.0
0,30,85,45,90,10,90,0,40,1,45,0.0,0.85,4.0,33,15,1.5,1.49
60,45,95,75,90,10,60,0,18,0,90,0.0,0.6,2.0,50,50,6.0,0.0
30,30,60,65,70,25,30,20,40,2,45,1.0,0.85,2.0,15,33,3.0,0.0
0,20,60,55,90,10,90,0,33,7,90,1.0,1.2,4.0,33,50,3.0,18.79
5,30,75,55,30,10,60,5,25,0,21,0.5,1.2,2.0,33,15,6.0,0.05
60,10,105,45,70,0,0,5,18,2,7,0.5,0.6,5.0,15,50,3.0,0.0
0,10,75,65,90,10,30,20,40,1,90,0.5,0.6,4.0,15,33,3.0,0.0
15,20,105,55,70,10,30,20,40,0,45,0.0,1.05,2.0,50,15,3.0,0.13
15,30,75,65,50,25,60,20,25,4,90,1.0,0.85,2.0,50,15,6.0,2.32
5,30,95,75,30,10,30,20,18,7,90,0.0,0.85,2.0,50,33,6.0,7.46
0,45,75,65,30,10,0,0,40,2,21,0.0,0.6,6.0,15,15,6.0,5.23
5,45,105,75,30,25,0,5,25,4,90,0.5,1.2,4.0,33,15,3.0,10.66
0,45,75,45,30,10,30,0,25,0,7,0.0,0.85,5.0,33,50,3.0,0.0
0,20,75,45,30,10,0,20,40,7,21,1.0,1.05,5.0,15,15,3.0,7.67
30,20,60,65,70,2,0,20,18,1,45,1.0,0.6,4.0,15,33,3.0,0.0
30,45,95,45,50,25,60,5,25,2,7,1.0,1.05,5.0,15,15,6.0,0.0
5,20,75,65,50,10,60,20,25,7,90,1.0,0.85,5.0,50,33,3.0,6.07
60,20,75,65,50,0,90,0,40,2,7,0.5,1.05,2.0,15,15,6.0,0.0
0,30,85,45,50,10,60,5,25,0,90,0.5,0.6,2.0,33,15,1.5,0.0
5,30,105,45,70,0,0,20,33,1,90,1.0,1.2,4.0,33,33,1.5,0.91
30,20,60,55,90,10,60,5,25,4,90,0.5,1.2,6.0,33,50,3.0,0.0
5,45,105,75,50,0,0,20,25,1,21,0.0,1.2,4.0,15,33,1.5,1.98
5,45,95,45,90,0,60,20,33,7,7,1.0,1.05,2.0,33,50,3.0,17.68
30,10,75,65,70,2,90,0,40,7,21,0.0,1.2,5.0,50,33,1.5,0.97
15,10,60,75,90,0,60,20,25,7,21,0.0,1.05,6.0,50,50,1.5,2.88
0,45,105,45,50,0,30,5,40,0,7,0.0,0.6,4.0,33,15,1.5,0.0
5,20,105,65,70,0,30,20,25,0,90,0.0,0.85,4.0,15,15,1.5,0.0
5,20,105,65,30,0,0,0,40,4,21,1.0,1.2,4.0,33,50,3.0,23.64
30,45,105,55,50,25,0,20,33,1,21,1.0,1.2,6.0,33,15,3.0,0.0
60,45,85,75,70,2,0,5,25,0,90,1.0,0.6,5.0,50,50,6.0,0.39
15,10,105,75,50,0,30,20,18,0,21,0.0,0.6,5.0,15,50,1.5,0.0
0,10,60,75,90,2,30,0,33,0,90,0.5,1.05,2.0,33,33,1.5,0.0
5,45,60,55,30,2,60,20,33,0,90,0.0,1.2,4.0,50,33,1.5,0.0
60,30,60,75,50,2,30,20,18,1,90,0.0,1.05,6.0,50,50,3.0,0.17
0,10,75,75,90,2,30,5,33,7,45,0.0,1.05,4.0,33,50,1.5,7.35
30,20,85,75,30,0,90,5,33,4,90,1.0,1.05,6.0,15,15,1.5,0.0
60,10,60,45,50,0,60,20,33,0,7,1.0,1.05,2.0,15,15,1.5,0.0
5,30,75,65,90,2,0,0,33,0,7,0.0,0.85,5.0,33,15,1.5,0.15
30,45,95,75,30,2,90,0,40,7,21,0.5,1.05,6.0,50,50,3.0,40.0
60,20,105,55,70,25,90,20,18,2,7,0.0,1.05,6.0,15,15,6.0,0.0
60,10,75,55,30,2,0,20,18,2,21,0.5,0.6,5.0,50,15,1.5,0.0
30,45,105,65,50,10,90,0,33,7,7,0.0,0.6,6.0,33,50,6.0,8.99
60,20,75,65,70,0,0,5,18,7,45,0.0,0.6,4.0,50,15,1.5,0.85
30,10,95,45,90,0,90,20,40,7,45,0.5,1.05,4.0,50,15,6.0,0.14
60,45,75,65,30,0,90,20,40,7,21,0.0,1.05,5.0,33,15,3.0,0.12
15,45,95,55,30,2,90,0,40,1,7,1.0,0.6,6.0,15,50,3.0,0.2
60,30,60,75,50,2,0,20,18,0,90,0.0,1.2,6.0,50,33,1.5,0.11
60,30,105,55,70,10,0,5,40,0,45,1.0,1.2,2.0,15,33,3.0,0.0
30,30,95,65,30,25,60,5,40,4,90,0.0,1.05,6.0,15,15,1.5,0.75
0,10,105,45,70,2,60,20,40,4,21,0.5,0.85,5.0,50,33,1.5,2.72
15,45,95,45,70,0,30,0,33,7,45,1.0,0.6,6.0,15,50,3.0,40.0
60,20,60,65,50,10,30,0,40,7,45,0.0,0.85,2.0,50,50,1.5,0.0
0,20,75,55,30,0,60,0,18,1,90,0.5,1.05,5.0,50,50,6.0,3.4
15,10,85,75,70,0,30,5,40,7,90,0.0,0.6,5.0,50,15,1.5,4.32
30,10,85,75,50,25,0,20,18,7,21,1.0,1.2,5.0,50,50,1.5,0.0
30,10,95,55,90,25,90,0,40,4,45,0.0,1.2,5.0,50,15,6.0,0.35
30,10,85,65,90,0,60,0,25,2,45,0.0,1.2,6.0,15,33,1.5,0.24
30,30,85,45,70,25,30,5,33,7,7,1.0,1.2,6.0,50,50,6.0,6.28
15,10,60,55,30,2,90,0,40,2,7,0.5,0.85,2.0,15,15,3.0,0.47
60,30,75,55,30,10,0,5,40,1,45,0.5,1.2,4.0,33,33,1.5,0.0
5,45,75,75,50,2,0,20,18,1,45,0.5,1.05,5.0,33,50,6.0,0.85
5,10,60,65,70,25,90,0,40,4,21,0.0,1.2,2.0,50,50,1.5,2.77
60,30,95,75,90,0,90,0,33,0,7,0.0,0.85,5.0,33,50,1.5,0.0
5,10,60,45,50,0,60,5,33,2,7,0.0,0.6,5.0,33,33,1.5,1.27
15,45,95,55,30,10,90,0,40,2,90,0.0,0.85,2.0,15,15,3.0,0.0
60,20,105,45,70,2,90,0,18,1,90,1.0,1.2,2.0,50,33,1.5,0.59
0,20,75,65,50,2,30,20,40,4,45,0.5,1.2,6.0,50,33,3.0,3.46
5,20,85,45,70,10,30,5,18,4,90,0.5,1.2,5.0,33,33,6.0,7.35
15,45,105,65,90,10,60,0,25,2,21,0.5,0.85,5.0,33,50,6.0,0.51
60,30,60,75,70,2,30,20,40,1,45,0.0,0.6,6.0,33,50,3.0,0.52
5,30,60,65,70,25,90,5,33,4,90,0.0,1.2,2.0,15,15,1.5,4.61
5,45,95,75,30,25,90,5,33,1,7,0.5,0.6,5.0,33,50,3.0,0.22
30,20,75,45,90,2,60,5,33,0,90,0.5,0.6,5.0,15,15,1.5,0.97
5,20,105,75,30,25,90,5,18,2,90,0.5,0.6,2.0,33,15,6.0,1.32
15,20,105,75,90,0,0,20,33,2,21,0.0,1.2,5.0,15,50,1.5,0.0
15,30,75,65,90,25,30,5,18,4,21,0.0,0.6,4.0,15,33,6.0,1.31
0,10,75,45,30,0,30,0,33,7,7,0.0,1.05,6.0,50,33,3.0,10.02
5,30,75,55,50,2,0,0,25,0,21,0.5,1.2,5.0,50,50,1.5,0.59
15,10,105,65,90,25,30,0,40,2,45,0.5,1.2,4.0,33,15,6.0,0.06
5,30,85,75,70,10,0,20,18,4,90,0.0,1.05,6.0,50,15,1.5,5.1
30,20,95,65,90,10,90,0,33,2,45,0.5,0.85,2.0,15,50,6.0,0.0
0,20,95,65,50,0,0,20,18,1,21,0.0,0.85,2.0,33,50,1.5,0.0
5,30,60,55,90,10,0,5,33,0,90,1.0,1.05,4.0,15,33,1.5,0.62
30,45,95,65,30,0,0,0,25,1,90,0.0,1.2,4.0,33,33,6.0,0.0
15,20,75,75,90,10,60,5,33,1,7,0.0,0.85,4.0,15,15,6.0,0.83
15,20,95,75,90,2,0,20,33,7,45,1.0,0.85,2.0,50,33,6.0,5.86
15,30,105,75,50,2,60,0,18,1,7,0.0,1.05,5.0,50,50,6.0,0.0
5,20,60,75,30,10,0,0,33,4,7,1.0,1.2,6.0,15,33,3.0,10.6
60,20,85,65,70,10,90,5,40,0,7,0.0,0.6,5.0,50,33,6.0,0.17
0,20,85,55,90,10,60,20,40,1,45,0.5,1.05,5.0,50,15,6.0,0.65
0,10,105,45,50,10,60,20,40,1,90,0.0,0.85,6.0,33,15,1.5,0.2
5,45,85,55,30,0,30,0,40,1,7,0.5,0.85,6.0,33,50,6.0,3.13
15,45,60,75,70,0,0,20,40,2,21,1.0,0.85,5.0,33,15,1.5,0.0
5,10,60,45,90,0,0,0,18,7,21,0.0,0.85,2.0,33,15,1.5,8.07
5,10,105,55,70,25,0,20,18,2,90,0.5,0.6,6.0,15,15,1.5,0.04
5,30,95,65,30,0,90,0,18,4,90,0.5,0.6,6.0,50,50,6.0,15.17
60,30,95,75,30,2,90,0,18,4,7,0.0,1.05,2.0,15,50,3.0,0.37
30,20,75,75,30,10,30,5,18,4,45,1.0,1.05,6.0,33,33,6.0,0.0
30,45,95,75,70,25,0,5,25,7,45,0.0,0.6,2.0,15,50,1.5,3.58
30,30,75,75,70,25,0,0,40,1,21,0.0,0.85,4.0,33,50,6.0,1.15
60,20,75,75,90,2,30,0,25,2,45,0.0,0.6,5.0,33,15,3.0,0.0
60,45,95,45,30,0,0,0,33,7,7,0.0,1.2,4.0,50,50,3.0,9.62
30,20,105,55,50,10,0,5,18,1,90,1.0,1.2,4.0,15,33,6.0,0.0
60,10,60,75,70,25,60,5,33,0,21,0.0,0.85,4.0,15,33,1.5,0.38
60,30,85,65,90,10,0,0,25,7,7,0.0,1.05,5.0,15,50,3.0,0.16
30,30,85,75,30,0,90,5,25,1,90,1.0,0.6,2.0,15,33,3.0,0.32
5,45,60,65,70,25,0,0,40,7,21,0.0,0.6,4.0,33,15,6.0,6.41
30,10,95,45,70,0,90,20,40,0,45,0.5,1.2,2.0,15,50,6.0,0.0
5,20,60,45,90,10,90,5,25,2,21,0.0,1.2,5.0,15,15,6.0,2.17
15,20,105,75,30,25,0,20,40,2,90,1.0,1.2,4.0,33,33,6.0,0.17
15,45,85,55,50,0,90,20,25,2,45,1.0,0.85,2.0,15,15,3.0,0.0
60,45,85,75,50,10,60,20,18,0,45,0.0,1.05,4.0,15,50,1.5,0.0
30,20,95,75,50,10,0,5,25,1,7,1.0,0.6,6.0,50,33,1.5,0.47
0,10,60,55,70,0,30,0,40,1,90,0.0,1.2,5.0,33,33,3.0,1.37
0,45,105,45,70,0,0,0,18,0,7,0.0,0.85,2.0,50,50,1.5,0.0
60,10,85,45,30,0,30,20,25,0,45,1.0,0.6,4.0,33,33,1.5,0.0
15,30,75,75,90,10,60,5,18,7,45,0.5,0.6,5.0,50,50,6.0,7.81
30,30,105,75,70,25,0,20,18,2,90,1.0,0.6,4.0,50,50,6.0,0.0
0,20,75,55,90,10,90,0,40,7,90,1.0,0.6,4.0,33,33,3.0,9.09
30,20,95,75,30,25,90,5,40,2,90,0.5,1.2,6.0,50,33,6.0,0.0
30,45,95,75,50,0,0,5,33,0,90,1.0,0.85,4.0,50,50,1.5,0.07
5,20,85,75,70,0,30,5,40,7,90,0.5,1.2,2.0,33,15,6.0,23.93
60,30,85,75,30,10,30,0,40,1,21,0.0,0.85,4.0,15,50,3.0,0.0
60,20,105,45,50,2,60,5,40,4,21,0.0,0.85,6.0,50,15,3.0,0.0
60,10,105,45,90,2,30,20,18,2,45,0.0,1.05,5.0,50,15,6.0,0.2
30,10,105,65,90,25,0,0,40,1,45,1.0,1.05,6.0,15,33,1.5,0.0
30,30,60,65,30,25,30,20,40,4,21,0.5,0.6,6.0,15,50,6.0,0.0
5,20,60,65,90,25,90,0,18,7,7,1.0,1.2,2.0,33,15,1.5,7.81
15,30,105,55,30,25,0,20,18,1,21,0.0,0.85,2.0,50,50,6.0,0.0
5,30,95,45,30,25,30,5,18,4,45,0.0,1.05,6.0,33,33,3.0,5.66
15,10,75,55,50,10,60,20,18,4,45,1.0,0.6,5.0,50,33,3.0,0.27
30,20,75,75,70,25,60,0,18,4,45,0.5,0.85,5.0,15,33,6.0,0.72
